outcode,pct_private_rented,pct_students,pct_employed
SL3,19.4,26.3,64.5
SL4,26.9,19.3,66.2
SL5,18.1,22.4,60.9
SL6,34.0,18.4,68.9
SL7,13.9,20.6,59.8
SL8,13.9,20.6,59.8
SL9,18.0,21.4,58.5
SM1,34.7,20.7,68.1
SM2,44.3,18.0,66.9
SM3,16.0,20.6,63.3
SM4,32.6,21.6,65.9
SM5,19.2,20.1,66.5
SM6,17.3,21.0,65.3
SM7,9.3,19.6,64.2
SN1,9.3,17.9,60.0
SN10,13.7,13.2,51.8
SN11,15.1,22.2,63.4
SN12,16.7,15.0,58.1
SN13,17.9,18.6,63.6
SN14,13.3,18.1,64.2
SN15,10.7,13.4,54.4
SN16,19.9,19.9,61.8
SN2,33.5,18.2,70.9
SN25,17.6,22.0,72.7
SN26,8.1,20.8,69.8
SN3,13.6,15.5,61.0
SN4,20.5,17.0,63.3
SN5,16.7,18.6,67.1
SN6,12.9,15.6,57.2
SN7,17.0,18.1,63.1
SN8,16.8,25.5,52.0
SN9,16.7,14.9,58.6
SO14,57.6,12.2,75.1
SO15,19.3,21.0,63.3
SO16,17.3,20.6,64.0
SO17,47.2,36.0,46.3
SO18,16.6,20.2,59.7
SO19,18.3,17.1,64.8
SO20,16.8,15.5,58.8
SO21,11.3,20.5,60.4
SO22,33.0,27.9,55.1
SO23,33.0,27.9,55.1
SO24,17.4,16.7,55.4
SO30,11.7,17.3,60.9
SO31,11.5,17.7,59.6
SO32,19.9,18.1,64.9
SO41,12.3,10.9,40.1
SO42,24.0,14.2,49.9
SO43,15.1,13.4,52.0
SO45,13.4,13.1,50.3
SO50,9.1,17.4,65.0
SO51,18.8,11.7,49.3
SO52,10.5,17.0,57.0
SO53,11.0,21.9,55.4
SP1,33.1,14.5,61.4
SP10,14.2,16.7,64.1
SP11,10.3,21.3,75.5
SP2,28.8,13.9,65.9
SP3,16.8,15.2,56.0
SP5,13.2,16.5,55.4
SP6,18.8,16.3,58.9
SP7,15.9,16.6,58.2
SP9,56.8,22.5,78.0
SR1,40.7,32.2,44.0
SR2,8.1,16.6,57.3
SR3,13.4,18.0,54.0
SR4,11.6,17.6,54.1
SR5,19.9,17.0,50.7
SR6,7.7,17.0,51.6
SR7,22.3,17.7,52.7
SR8,28.1,16.4,45.5
SS0,54.6,18.3,60.0
SS1,16.1,15.2,52.4
SS11,13.6,16.2,59.4
SS12,19.1,18.7,67.3
SS13,11.4,19.3,56.7
SS14,18.1,19.7,60.5
SS15,10.7,18.8,61.7
SS16,11.8,25.0,59.5
SS17,9.4,17.4,58.4
SS2,39.3,20.6,61.5
SS3,14.3,20.4,55.7
SS4,7.7,16.1,58.1
SS5,10.4,16.6,58.0
SS6,12.3,17.5,55.5
SS7,10.1,17.4,57.3
SS8,18.8,14.5,53.5
SS9,31.6,16.5,67.0
ST1,38.9,31.0,48.9
ST10,17.9,15.6,54.4
ST11,8.7,15.9,53.3
ST12,11.6,15.4,53.1
ST13,26.1,16.0,58.6
ST14,19.7,16.8,61.6
ST15,11.6,15.4,53.1
ST16,13.2,19.2,61.5
ST17,13.2,18.1,62.4
ST18,13.2,18.1,62.4
ST19,14.1,15.4,53.8
ST2,8.0,15.4,54.3
ST20,12.6,14.5,56.7
ST21,12.4,15.4,59.4
ST3,9.9,15.5,63.2
ST4,30.3,21.2,61.0
ST5,10.8,14.5,55.6
ST6,10.0,19.9,51.5
ST7,10.0,16.9,51.6
ST8,17.2,20.7,60.8
ST9,9.0,15.8,53.7
SW10,23.2,19.9,54.7
SW11,40.0,14.3,68.4
SW12,36.8,14.7,74.5
SW13,26.3,21.9,59.5
SW14,28.3,19.4,69.0
SW15,44.0,13.1,79.6
SW16,44.6,16.8,74.4
SW17,43.6,18.3,70.1
SW18,37.9,16.3,75.4
SW19,20.3,19.3,52.4
SW1A,51.9,20.5,58.4
SW1E,43.5,21.0,59.7
SW1H,43.5,21.0,59.7
SW1P,43.5,21.0,59.7
SW1V,41.2,14.2,65.9
SW1W,30.0,20.5,57.5
SW1X,60.1,20.1,58.1
SW1Y,51.9,20.5,58.4
SW2,30.9,18.6,69.5
SW20,21.4,21.6,66.5
SW3,40.4,19.3,56.4
SW4,37.3,14.1,75.1
SW5,50.2,22.6,59.4
SW6,41.5,18.0,67.8
SW7,58.7,26.1,58.4
SW8,43.0,19.3,68.6
SW9,29.2,17.8,72.9
SY1,35.3,13.3,59.1
SY10,12.6,18.5,55.7
SY11,26.0,17.0,57.6
SY12,18.3,16.6,54.5
SY13,11.9,15.8,54.0
SY14,14.8,17.9,58.4
SY15,16.1,14.6,58.4
SY16,15.0,15.7,58.0
SY17,19.1,14.9,57.7
SY18,19.1,14.9,57.7
SY19,15.5,14.5,57.3
SY2,21.6,14.2,60.2
SY20,15.5,14.5,57.3
SY21,21.6,14.5,58.3
SY22,15.7,15.1,59.0
SY23,23.5,29.3,49.6
SY24,16.2,17.3,56.5
SY25,17.0,16.8,55.0
SY3,19.0,18.9,60.8
SY4,19.2,16.1,60.8
SY5,19.6,17.5,58.0
SY6,13.0,12.1,44.4
SY7,17.3,12.9,52.1
SY8,18.2,13.7,50.4
SY9,20.3,13.6,55.5
TA1,11.4,21.0,59.2
TA10,10.9,16.7,52.3
TA11,15.9,15.4,56.9
TA12,12.8,13.4,54.1
TA13,13.4,14.1,52.4
TA14,12.1,15.0,53.4
TA15,12.1,15.0,53.4
TA16,12.1,15.0,53.4
TA17,12.1,15.0,53.4
TA18,12.1,15.0,53.4
TA19,15.3,14.7,54.3
TA2,16.3,20.7,58.8
TA20,12.5,13.5,51.8
TA21,15.9,16.2,55.6
TA22,17.6,11.0,50.5
TA23,14.9,13.7,47.2
TA24,16.1,11.2,43.6
TA3,11.2,16.6,54.1
TA4,15.9,16.2,55.6
TA5,14.4,17.3,53.9
TA6,20.0,21.7,58.9
TA7,10.7,14.4,55.1
TA8,23.9,12.1,46.9
TA9,10.7,17.3,55.2
TD12,26.8,11.2,50.0
TD15,19.3,16.4,53.9
TF1,18.3,17.2,58.4
TF10,24.1,24.1,54.4
TF11,13.7,16.9,64.1
TF12,18.4,16.1,55.5
TF13,18.4,16.1,55.5
TF2,19.6,16.7,57.0
TF3,18.3,22.2,71.1
TF4,26.0,21.8,57.2
TF5,15.3,16.6,58.1
TF6,20.6,16.1,55.7
TF7,19.3,14.3,55.1
TF8,15.0,15.4,60.0
TF9,17.8,16.9,56.7
TN1,47.4,14.5,71.4
TN10,6.0,19.9,55.1
TN11,9.5,19.9,57.2
TN12,13.8,17.9,61.0
TN13,23.0,23.3,57.0
TN14,16.8,18.1,64.8
TN15,23.0,23.3,57.0
TN16,9.7,16.7,54.7
TN17,15.1,21.1,54.3
TN18,14.8,22.4,56.4
TN19,11.8,17.9,56.3
TN2,16.3,19.9,66.0
TN20,12.4,15.5,57.5
TN21,12.4,15.5,57.5
TN22,11.8,15.5,56.2
TN23,17.2,23.9,62.7
TN24,13.8,19.5,58.5
TN25,12.1,18.5,63.3
TN26,11.0,17.0,54.6
TN27,14.0,17.6,58.4
TN28,13.9,13.3,46.4
TN29,11.9,13.2,46.7
TN3,11.0,22.2,58.0
TN30,11.0,17.0,54.6
TN31,17.0,13.9,50.4
TN32,11.8,17.9,56.3
TN33,13.0,15.0,54.4
TN34,38.5,16.6,58.9
TN35,28.2,16.3,59.1
TN36,17.0,13.9,50.4
TN37,18.9,19.0,61.7
TN38,53.5,13.2,58.9
TN39,13.3,11.0,41.7
TN4,47.4,14.5,71.4
TN40,17.3,20.6,55.0
TN5,14.5,18.0,55.7
TN6,12.5,14.5,51.8
TN7,18.0,18.4,58.7
TN8,11.6,18.4,62.5
TN9,19.3,19.3,69.0
TQ1,33.5,7.7,43.1
TQ10,14.4,16.1,57.0
TQ11,22.0,17.2,56.7
TQ12,16.5,16.9,60.4
TQ13,15.7,16.8,57.4
TQ14,30.8,14.6,53.2
TQ2,24.5,20.1,60.2
TQ3,16.1,21.4,56.8
TQ4,16.1,21.4,56.8
TQ5,23.3,12.3,44.6
TQ6,14.1,12.5,47.6
TQ7,13.5,12.2,49.3
TQ8,13.5,12.2,49.3
TQ9,13.8,14.4,52.3
TR1,27.3,16.7,58.0
TR10,29.4,30.1,51.6
TR11,27.2,30.9,44.7
TR12,16.8,16.0,50.3
TR13,23.1,19.7,60.0
TR14,16.9,18.5,53.8
TR15,18.1,18.6,58.6
TR16,18.1,18.6,58.6
TR17,17.0,16.8,54.1
TR18,20.2,14.4,48.6
TR19,18.6,16.1,52.0
TR2,19.6,15.2,54.3
TR20,17.0,16.8,54.1
TR21,36.6,13.2,64.5
TR26,16.6,13.3,49.3
TR27,17.0,17.2,54.2
TR3,20.6,19.2,56.9
TR4,15.5,16.5,52.6
TR5,17.7,18.4,57.5
TR6,17.0,17.9,55.5
TR7,25.8,16.9,58.1
TR8,21.5,17.8,58.9
TR9,21.5,17.8,58.9
TS1,53.7,33.2,40.6
TS10,11.6,16.8,56.6
TS11,12.6,16.8,51.6
TS12,15.3,18.3,50.0
TS13,23.9,20.6,50.4
TS14,10.7,17.6,52.6
TS15,14.4,16.9,56.9
TS16,14.9,21.0,55.8
TS17,36.1,20.1,51.0
TS18,31.4,26.9,60.8
TS19,17.1,23.4,56.8
TS2,44.6,41.3,33.9
TS20,10.5,14.8,53.5
TS21,13.7,17.7,55.7
TS22,9.9,15.4,56.3
TS23,10.7,16.2,59.4
TS24,15.6,20.5,48.7
TS25,10.7,16.2,54.9
TS26,17.7,22.4,50.3
TS27,12.9,20.5,61.0
TS28,16.2,18.7,55.8
TS29,15.1,18.3,54.4
TS3,16.6,26.5,51.5
TS4,19.9,19.8,53.4
TS5,18.2,25.9,56.0
TS6,16.2,16.0,52.2
TS7,11.4,19.1,57.3
TS8,10.2,19.2,52.9
TS9,12.8,14.7,50.2
TW1,34.1,20.4,71.3
TW10,42.6,18.4,66.3
TW11,23.7,20.9,62.7
TW12,17.6,19.4,61.8
TW13,28.2,22.8,66.8
TW14,24.5,22.3,61.3
TW15,20.1,18.0,67.0
TW16,18.3,21.5,64.7
TW17,9.0,18.4,61.4
TW18,14.0,15.9,62.1
TW19,21.3,18.0,65.7
TW2,34.1,20.4,71.3
TW20,29.6,52.2,34.0
TW3,52.4,22.8,66.1
TW4,36.2,24.5,60.7
TW5,30.9,23.2,58.8
TW7,44.6,22.7,61.6
TW8,28.6,19.8,66.6
TW9,26.6,20.2,67.8
UB1,35.9,25.1,54.3
UB10,23.0,22.5,61.6
UB2,20.0,24.9,56.2
UB3,40.6,24.0,62.9
UB4,27.4,27.8,58.9
UB5,24.7,26.4,58.6
UB6,31.9,22.5,60.0
UB7,27.2,25.4,63.9
UB8,34.3,24.0,63.3
UB9,15.3,15.3,60.2
W10,15.5,23.6,54.9
W11,47.6,17.4,62.9
W12,25.5,23.6,57.1
W13,28.9,22.9,61.1
W14,50.1,17.5,71.4
W1D,51.8,24.4,58.1
W1F,51.8,24.4,58.1
W1G,57.4,17.4,64.3
W1H,61.8,22.2,62.3
W1J,51.9,20.5,58.4
W1K,57.4,17.4,64.3
W1S,51.8,24.4,58.1
W1T,50.5,45.8,40.7
W1U,57.4,17.4,64.3
W1W,51.8,24.4,58.1
W2,58.3,20.4,62.7
W3,47.0,34.2,52.2
W4,31.8,19.3,68.5
W5,32.9,18.3,64.6
W6,37.6,21.8,62.6
W7,21.0,21.9,64.3
W8,51.6,20.2,60.4
W9,48.3,16.4,72.2
WA10,22.3,16.4,60.0
WA11,9.4,15.5,51.2
WA12,19.6,16.2,62.6
WA13,12.4,21.0,59.3
WA14,21.0,19.6,61.7
WA15,14.4,23.6,64.6
WA16,15.4,18.8,55.9
WA2,9.9,16.9,56.0
WA3,10.4,17.2,56.9
WA4,5.9,18.4,66.1
WA5,12.1,19.8,63.3
WA6,10.3,15.1,56.2
WA7,5.9,18.4,66.1
WA8,9.3,17.6,62.7
WA9,18.7,21.0,54.7
WC1A,40.7,29.1,51.6
WC1B,40.7,29.1,51.6
WC1E,50.5,45.8,40.7
WC1H,50.5,45.8,40.7
WC1N,50.5,45.8,40.7
WC1R,40.7,29.1,51.6
WC1V,40.7,29.1,51.6
WC1X,30.4,23.9,57.0
WC2A,51.9,20.5,58.4
WC2B,40.7,29.1,51.6
WC2E,51.9,20.5,58.4
WC2H,40.7,29.1,51.6
WC2N,51.9,20.5,58.4
WC2R,51.9,20.5,58.4
WD17,29.4,18.9,64.8
WD18,29.8,23.3,65.4
WD19,9.1,22.8,65.8
WD23,17.0,20.6,63.3
WD24,41.3,20.9,72.4
WD25,13.4,22.3,64.2
WD3,13.3,22.8,60.9
WD4,9.2,20.3,62.4
WD5,11.9,22.4,66.7
WD6,22.6,22.0,67.6
WD7,13.0,21.2,63.4
WF1,30.5,17.7,57.7
WF10,9.3,20.7,55.0
WF11,10.3,16.2,58.1
WF12,11.1,18.1,55.0
WF13,32.3,23.9,54.8
WF14,17.5,15.6,56.2
WF15,14.7,18.1,59.2
WF16,19.0,23.0,54.5
WF17,17.7,22.4,58.7
WF2,8.6,15.7,58.5
WF3,13.2,18.4,60.6
WF4,10.6,16.1,59.0
WF5,14.9,17.5,56.8
WF6,16.5,17.9,59.8
WF7,11.6,16.0,58.4
WF8,17.5,16.3,60.2
WF9,11.6,21.6,56.4
WN1,10.3,16.6,59.2
WN2,18.4,17.4,60.0
WN3,6.4,18.7,63.8
WN4,14.0,18.3,60.1
WN5,21.0,17.5,58.2
WN6,9.8,16.9,65.5
WN7,12.2,17.5,59.7
WN8,21.5,23.0,57.7
WR1,42.3,17.9,61.4
WR10,13.1,15.5,53.2
WR11,9.0,15.3,56.2
WR12,12.8,12.1,51.7
WR13,14.4,14.9,54.4
WR14,16.2,14.0,52.6
WR15,15.7,15.7,55.0
WR2,12.2,17.7,56.5
WR3,13.5,18.6,59.3
WR4,15.5,21.8,62.8
WR5,18.1,16.8,65.5
WR6,12.2,17.7,56.5
WR7,12.2,16.2,58.7
WR8,14.4,14.9,54.4
WR9,16.0,13.3,54.3
WS1,28.2,31.3,48.2
WS10,14.7,23.0,56.0
WS11,11.5,17.1,62.2
WS12,16.7,16.6,65.3
WS13,17.1,18.3,55.8
WS14,14.5,18.2,59.7
WS15,17.7,18.6,60.4
WS2,31.3,26.4,49.7
WS3,17.4,30.3,56.5
WS4,11.9,18.1,58.6
WS6,10.6,17.8,63.7
WS7,17.5,20.3,60.2
WS8,9.1,20.0,54.0
WS9,9.4,15.7,55.8
WV1,40.8,30.4,50.8
WV10,16.1,23.2,64.7
WV11,13.9,20.4,59.8
WV12,13.4,17.4,55.6
WV13,13.4,17.4,55.6
WV14,11.1,19.4,56.4
WV15,18.8,13.1,53.9
WV16,14.6,15.3,52.1
WV2,22.2,23.3,60.2
WV3,10.9,19.7,57.2
WV4,10.3,14.6,56.7
WV5,12.2,16.3,54.3
WV6,27.3,28.1,58.1
WV7,21.7,16.3,59.1
WV8,10.0,16.5,54.0
WV9,9.7,9.9,42.4
YO1,44.9,30.2,49.2
YO10,36.4,45.1,42.7
YO11,11.5,13.4,52.7
YO12,38.4,19.1,61.2
YO13,14.1,16.1,53.0
YO14,17.0,12.7,44.0
YO15,18.1,14.2,52.4
YO16,15.4,11.5,41.1
YO17,15.2,13.0,50.1
YO18,21.2,13.2,54.5
YO19,15.7,27.8,51.7
YO21,21.6,12.8,49.9
YO22,14.5,16.0,54.2
YO23,39.1,37.5,46.9
YO24,22.9,18.7,62.9
YO25,16.2,15.7,54.4
YO26,18.8,16.1,64.0
YO30,13.5,17.2,67.9
YO31,12.6,15.8,60.4
YO32,13.3,19.8,53.1
YO41,9.8,14.8,57.7
YO42,18.6,15.9,58.7
YO43,11.0,15.9,59.3
YO51,16.2,14.7,60.2
YO60,20.8,14.3,59.4
YO61,15.1,16.7,59.6
YO62,20.8,14.3,59.4
YO7,24.9,13.8,58.7
YO8,8.5,15.6,58.6
